what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899075341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899077847
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899077965
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899078023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310899088305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899093883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899096210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899096552
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310899098173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899100615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899104961
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899105089
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899105144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310899115474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310899118003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899123398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899161582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899177247
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899178839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899181964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899183471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899215755
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1310899217138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899218744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899223014
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899223029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899235366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899244934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899347230
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899349261
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899350295
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899351702
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899351703
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899353468
closed,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899356292
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899357558
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899357558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899358466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899373930
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899375814
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899375814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899379688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899402040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899405284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899407041
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310899407067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899409999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899426713
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899426791
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899426828
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310899426841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899470264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310899473595
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899475462
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899477093
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1310899479867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310899480623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899481718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899487597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899490225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899505539
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899508510
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899508510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899510223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899512320
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899512403
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899512466
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.navigate.open.type",1310899512479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310899514982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899516007
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310899528024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310899529263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899538461
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899541630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899547780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310899554311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899556751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899558004
